339,320,276,5
338,320,276,5
339,320,276,5
338,320,276,5
338,320,276,5
338,320,276,5
338,320,277,5
339,320,276,5
338,320,275,5
339,320,276,5
339,320,276,5
339,320,276,5
339,320,276,5
407,330,340,3
408,330,341,3
407,332,343,3
408,331,342,3
408,331,341,3
408,332,341,3
407,332,344,3
407,333,345,3
408,333,343,3
408,332,343,3
407,332,342,3
407,331,343,3
408,331,342,3
407,331,342,3
407,330,341,3
407,330,341,3
336,357,408,0
337,359,405,0
339,359,408,0
337,358,407,0
337,359,406,0
338,359,405,0
337,359,406,0
339,359,408,0
337,359,407,0
339,359,406,0
338,359,406,0
337,359,406,0
277,316,338,1
277,320,342,1
273,317,343,1
274,316,339,1
279,315,330,1
270,325,348,1
276,319,345,1
283,334,351,1
275,321,340,1
281,318,341,1
331,328,406,0
341,322,401,0
342,325,413,0
328,312,407,0
340,337,404,0
335,335,403,0
324,335,409,0
324,331,406,0
339,333,407,0
322,320,401,0
322,320,401,0
404,351,350,3
406,351,335,3
405,352,338,3
404,356,338,3
404,351,322,3
402,353,340,3
406,358,319,3
404,347,320,3
407,350,325,3
407,350,325,3
405,353,334,3
344,339,256,5
346,338,271,5
354,342,272,5
340,338,264,5
336,323,275,5
343,335,271,5
343,336,267,5
336,336,273,5
360,271,340,4
351,268,334,4
350,272,330,4
344,269,350,4
357,274,327,4
349,265,338,4
366,268,347,4
364,276,357,4
354,270,333,4
351,268,343,4
351,268,343,4
277,372,340,1
307,412,355,2
335,407,351,2
311,402,352,2
320,397,345,2
340,403,346,2
345,402,349,2
346,399,349,2
317,392,368,2
336,406,345,2
336,406,345,2
274,317,337,1
275,316,336,1
274,316,337,1
275,315,337,1
275,316,336,1
274,316,337,1
274,316,336,1
275,315,336,1
275,316,336,1
274,316,336,1
338,333,405,0
338,333,404,0
337,332,405,0
338,333,405,0
338,333,405,0
337,333,405,0
337,333,404,0
337,333,404,0
337,333,404,0
338,333,405,0
337,333,268,5
336,333,268,5
337,333,268,5
338,333,267,5
338,333,268,5
340,335,268,5
340,333,268,5
338,333,268,5
345,335,267,5
340,334,268,5
340,334,268,5
358,269,335,4
356,268,334,4
358,269,335,4
358,269,335,4
359,269,335,4
358,269,335,4
358,268,335,4
359,269,335,4
359,269,334,4
359,270,334,4
320,398,337,2
321,398,337,2
320,398,337,2
319,398,338,2
320,398,337,2
319,398,339,2
319,398,337,2
319,398,338,2
320,399,337,2
320,398,338,2
320,398,338,2
335,320,273,5
335,320,273,5
331,323,274,5
314,282,266,5
348,313,270,5
361,308,282,5
304,315,288,5
344,317,276,5
313,319,282,5
342,295,284,5
351,300,283,5
327,351,404,0
325,361,394,0
335,345,404,0
346,346,400,0
316,347,387,0
314,338,407,0
329,336,414,0
330,355,399,0
331,344,411,0
361,357,398,0
322,367,389,0
319,323,395,0
334,391,389,2
316,347,396,0
307,331,396,0
336,342,407,0
299,344,393,0
328,365,398,0
267,333,337,1
276,313,347,1
281,300,316,1
271,312,335,1
277,322,368,1
275,339,340,1
264,326,337,1
271,321,337,1
278,320,326,1
273,335,336,1
270,316,341,1
272,333,363,1
271,336,342,1
270,340,336,1
403,335,345,3
404,335,348,3
403,333,339,3
400,327,317,3
404,342,334,3
401,348,343,3
402,342,336,3
403,327,339,3
402,347,357,3
389,293,326,3
402,325,339,3
395,319,321,3
404,328,318,3
400,336,351,3
408,331,327,3
335,265,349,4
344,272,344,4
341,268,341,4
342,267,343,4
348,264,344,4
350,271,361,4
325,265,339,4
330,277,379,4
334,269,358,4
302,281,351,4
343,395,316,2
342,400,346,2
350,396,323,2
340,400,328,2
340,399,328,2
352,394,316,2
349,398,343,2
345,398,315,2
325,398,336,2
357,390,330,2
348,398,333,2
